medicine_id,medicine_name,generic_name,manufacturer,category,dosage_form,strength,unit_price,stock_quantity,reorder_level,expiry_date,status
MED00476,Paracetamol,Amoxicillin,Dr. Reddy's,General Medicine,Injection,5 ml,762.01,107,85,2028-03-24,Available
MED00477,Ceftriaxone,Aspirin,GSK,Antacid,Tablet,650 mg,1151.03,716,58,2027-03-19,Available
MED00478,Omeprazole,Amoxicillin,Torrent,Antidiabetic,Capsule,10 ml,1354.03,234,34,2027-07-04,Available
MED00479,Domperidone,Levocetirizine,Torrent,General Medicine,Drops,50 mg,367.44,346,45,2028-08-10,Available
MED00480,Paracetamol,Insulin,Cipla,Antibiotic,Injection,500 mg,114.13,385,36,2027-04-26,Available
MED00481,Salbutamol,Ceftriaxone,Mankind,Antibiotic,Tablet,100 mg,848.18,890,42,2029-02-23,Available
MED00482,Pantoprazole,Rabeprazole,Lupin,Cardiology,Injection,50 mg,847.51,256,62,2026-07-06,Available
MED00483,Domperidone,Azithromycin,Cipla,Vitamin,Capsule,500 mg,1035.65,806,95,2027-11-17,Available
MED00484,Cetirizine,Rabeprazole,Abbott,Respiratory,Drops,650 mg,1098.15,865,84,2026-08-18,Available
MED00485,Ceftriaxone,Ondansetron,Sun Pharma,Vitamin,Tablet,5 ml,372.57,361,88,2028-06-15,Available
MED00486,Rabeprazole,Ceftriaxone,GSK,Antidiabetic,Drops,650 mg,1391.84,775,23,2027-09-25,Available
MED00487,Calcium,Rabeprazole,Dr. Reddy's,General Medicine,Injection,100 mg,1400.12,597,94,2028-02-14,Available
MED00488,Amlodipine,Salbutamol,Sun Pharma,Vitamin,Drops,50 mg,212.1,58,66,2028-04-20,Available
MED00489,Ceftriaxone,Ceftriaxone,Pfizer,Antibiotic,Drops,250 mg,1272.2,72,25,2026-09-14,Available
MED00490,Domperidone,Diclofenac,Cipla,Respiratory,Capsule,650 mg,888.98,648,78,2028-03-28,Available
MED00491,Aspirin,Losartan,Alkem,Respiratory,Tablet,100 mg,1362.3,123,98,2026-08-21,Available
MED00492,Omeprazole,Iron Tablets,Pfizer,Respiratory,Drops,650 mg,463.25,193,71,2029-04-08,Available
MED00493,Levocetirizine,Cefixime,Pfizer,Antacid,Syrup,650 mg,25.06,211,95,2027-06-12,Available
MED00494,Pantoprazole,Aspirin,Mankind,Painkiller,Capsule,650 mg,358.05,190,52,2028-09-06,Available
MED00495,Metformin,ORS,Cipla,Respiratory,Tablet,650 mg,895.62,891,43,2028-06-30,Available
MED00496,ORS,Telmisartan,Dr. Reddy's,Cardiology,Tablet,100 mg,1435.2,938,41,2027-05-23,Available
MED00497,Amlodipine,Ondansetron,Abbott,Antidiabetic,Injection,100 mg,801.52,855,34,2027-10-18,Available
MED00498,Iron Tablets,Azithromycin,Mankind,Vitamin,Capsule,50 mg,737.49,322,50,2029-03-13,Available
MED00499,Rabeprazole,Telmisartan,Pfizer,Cardiology,Capsule,650 mg,193.3,895,78,2026-12-02,Available
MED00500,Insulin,Cefixime,Alkem,Vitamin,Capsule,500 mg,1082.59,132,62,2026-07-01,Available
MED00501,Levocetirizine,Rabeprazole,Mankind,Antibiotic,Capsule,650 mg,665.97,749,45,2026-10-07,Available
MED00502,Salbutamol,Rabeprazole,Pfizer,Vitamin,Injection,250 mg,437.83,642,52,2028-10-25,Available
MED00503,Amoxicillin,Diclofenac,Cipla,General Medicine,Capsule,250 mg,85.54,970,34,2027-06-10,Available
MED00504,Atorvastatin,Insulin,Alkem,Cardiology,Tablet,50 mg,855.56,340,30,2029-06-21,Available
MED00505,Domperidone,ORS,GSK,General Medicine,Syrup,5 ml,510.29,63,37,2028-08-12,Available
MED00506,Iron Tablets,Omeprazole,Alkem,Antibiotic,Tablet,10 ml,330.77,140,45,2029-05-15,Available
MED00507,Cefixime,Telmisartan,Cipla,Antibiotic,Injection,5 ml,1431.88,628,22,2027-12-24,Available
MED00508,Omeprazole,ORS,Cipla,Painkiller,Tablet,5 ml,1078.95,793,25,2028-09-11,Available
MED00509,Amlodipine,Pantoprazole,Abbott,Cardiology,Syrup,5 ml,966.6,509,61,2028-05-15,Available
MED00510,Aspirin,Pantoprazole,Dr. Reddy's,Antidiabetic,Tablet,250 mg,901.28,751,100,2029-04-22,Available
MED00511,Crocin,ORS,Torrent,Respiratory,Drops,500 mg,10.22,460,91,2027-05-03,Available
MED00512,Amoxicillin,Diclofenac,Cipla,Respiratory,Tablet,650 mg,870.61,945,95,2028-09-25,Available
MED00513,Cetirizine,Metformin,Dr. Reddy's,Painkiller,Capsule,50 mg,1082.66,432,47,2028-11-02,Available
MED00514,Metformin,Insulin,Torrent,Painkiller,Syrup,250 mg,818.07,414,37,2028-03-31,Available
MED00515,Amlodipine,Insulin,Lupin,Antibiotic,Capsule,10 ml,919.58,565,99,2028-05-09,Available
MED00516,Dolo 650,Amoxicillin,Cipla,Antidiabetic,Syrup,5 ml,207.41,579,76,2028-09-07,Available
MED00517,Vitamin D3,Domperidone,Sun Pharma,Painkiller,Syrup,50 mg,341.77,904,92,2028-05-29,Available
MED00518,Losartan,Montelukast,Mankind,Antidiabetic,Tablet,500 mg,425.55,308,65,2027-11-28,Available
MED00519,Azithromycin,Diclofenac,Sun Pharma,Vitamin,Capsule,100 mg,1103.11,507,59,2027-10-29,Available
MED00520,Vitamin D3,Atorvastatin,Pfizer,Antacid,Tablet,50 mg,998.42,825,98,2028-09-18,Available
MED00521,Salbutamol,Dolo 650,Lupin,Antidiabetic,Drops,100 mg,1382.54,963,88,2027-08-15,Available
MED00522,Atorvastatin,Montelukast,Sun Pharma,Antidiabetic,Injection,50 mg,1415.76,936,41,2027-09-09,Available
MED00523,Levocetirizine,Crocin,Cipla,Antidiabetic,Syrup,5 ml,746.59,731,64,2028-11-02,Available
MED00524,Diclofenac,Amlodipine,Pfizer,Antacid,Tablet,650 mg,1029.41,212,32,2027-07-18,Available
MED00525,Rabeprazole,Cefixime,Alkem,Respiratory,Capsule,100 mg,1041.55,213,80,2029-04-18,Available
MED00526,Telmisartan,Iron Tablets,Alkem,Antibiotic,Injection,650 mg,357.29,193,56,2029-02-08,Available
MED00527,Ibuprofen,ORS,Sun Pharma,Respiratory,Capsule,10 ml,1034.71,431,95,2028-11-23,Available
MED00528,Iron Tablets,Diclofenac,Torrent,Respiratory,Syrup,5 ml,817.21,134,33,2026-07-01,Available
MED00529,Pantoprazole,Cefixime,Dr. Reddy's,Painkiller,Tablet,250 mg,986.54,311,30,2026-12-23,Available
MED00530,Cefixime,Rabeprazole,Sun Pharma,Antacid,Tablet,10 ml,701.49,663,27,2029-01-10,Available
MED00531,Ranitidine,Diclofenac,Mankind,Painkiller,Drops,100 mg,289.9,914,36,2027-11-06,Available
MED00532,Ondansetron,Calcium,Sun Pharma,Cardiology,Capsule,650 mg,456.25,721,43,2027-08-07,Available
MED00533,Crocin,Atorvastatin,Dr. Reddy's,Antidiabetic,Syrup,5 ml,943.76,555,87,2027-05-25,Available
MED00534,Ceftriaxone,Cetirizine,Pfizer,Antacid,Tablet,10 ml,1347.77,438,92,2029-01-04,Available
MED00535,Atorvastatin,Dolo 650,Pfizer,Cardiology,Capsule,100 mg,633.57,978,78,2028-02-24,Available
MED00536,Montelukast,Crocin,Lupin,Antacid,Tablet,500 mg,358.41,581,91,2028-10-01,Available
MED00537,Domperidone,Metformin,Lupin,Painkiller,Capsule,5 ml,149.04,605,85,2027-03-26,Available
MED00538,Telmisartan,Cefixime,Mankind,Painkiller,Injection,100 mg,861.78,108,39,2029-03-26,Available
MED00539,Ondansetron,Domperidone,Abbott,Antacid,Capsule,50 mg,1321.62,282,96,2028-10-14,Available
MED00540,Crocin,Cefixime,Alkem,General Medicine,Syrup,100 mg,124.92,540,22,2028-05-13,Available
MED00541,Insulin,Salbutamol,Torrent,Painkiller,Syrup,250 mg,102.05,288,76,2028-08-14,Available
MED00542,Losartan,Ranitidine,GSK,Antibiotic,Syrup,5 ml,905.17,719,79,2029-04-11,Available
MED00543,Levocetirizine,Amlodipine,GSK,Antacid,Drops,250 mg,102.62,637,59,2026-12-07,Available
MED00544,Atorvastatin,Azithromycin,Mankind,Vitamin,Drops,500 mg,671.99,860,69,2028-11-20,Available
MED00545,Ondansetron,Ibuprofen,Pfizer,Antacid,Injection,250 mg,159.18,227,68,2026-09-19,Available
MED00546,Azithromycin,Telmisartan,Abbott,Respiratory,Syrup,250 mg,1195.67,975,92,2028-08-17,Available
MED00547,Crocin,Ranitidine,Torrent,Antidiabetic,Capsule,5 ml,1344.45,84,46,2028-08-26,Available
MED00548,Iron Tablets,Crocin,Alkem,Antidiabetic,Tablet,250 mg,1231.38,138,40,2027-01-06,Available
MED00549,Ranitidine,Cetirizine,Cipla,General Medicine,Drops,650 mg,863.51,773,38,2028-12-07,Available
MED00550,Cefixime,Levocetirizine,Alkem,Cardiology,Capsule,50 mg,1259.36,429,59,2026-07-25,Available
MED00551,Diclofenac,Losartan,Lupin,Antibiotic,Syrup,100 mg,660.06,592,59,2028-02-29,Available
MED00552,Ibuprofen,Diclofenac,Alkem,Vitamin,Capsule,250 mg,994.29,855,28,2026-07-09,Available
MED00553,Iron Tablets,Diclofenac,Pfizer,Vitamin,Syrup,50 mg,421.03,456,83,2028-04-12,Available
MED00554,Pantoprazole,Iron Tablets,Mankind,Respiratory,Tablet,650 mg,1017.02,281,65,2029-03-16,Available
MED00555,Omeprazole,Rabeprazole,Cipla,Respiratory,Tablet,650 mg,1379.37,281,51,2028-02-02,Available
MED00556,Azithromycin,Telmisartan,Mankind,Antacid,Syrup,500 mg,629.74,199,41,2026-11-20,Available
MED00557,Pantoprazole,Azithromycin,Dr. Reddy's,Antibiotic,Capsule,100 mg,187.62,643,68,2027-04-13,Available
MED00558,Azithromycin,ORS,Pfizer,Antacid,Tablet,500 mg,238.86,767,41,2028-08-25,Available
MED00559,Crocin,Calcium,Torrent,Painkiller,Capsule,100 mg,926.52,876,67,2026-11-27,Available
MED00560,Aspirin,Paracetamol,GSK,General Medicine,Drops,10 ml,712.39,144,45,2028-03-17,Available
MED00561,Calcium,Amlodipine,Mankind,Cardiology,Syrup,50 mg,572.35,305,69,2026-11-05,Available
MED00562,ORS,Insulin,Torrent,Antibiotic,Syrup,10 ml,1471.07,264,88,2028-07-05,Available
MED00563,Azithromycin,Amoxicillin,Sun Pharma,Respiratory,Injection,250 mg,271.01,86,79,2027-05-03,Available
MED00564,Iron Tablets,Metformin,Pfizer,Respiratory,Tablet,500 mg,1456.96,354,81,2027-06-20,Available
MED00565,Vitamin D3,Aspirin,Torrent,Antacid,Injection,500 mg,818.99,814,57,2027-07-06,Available
MED00566,Calcium,Ibuprofen,Mankind,Antibiotic,Drops,500 mg,386.85,149,84,2028-11-30,Available
MED00567,Crocin,Salbutamol,Dr. Reddy's,Antibiotic,Injection,50 mg,227.67,88,20,2026-11-12,Available
MED00568,Aspirin,Atorvastatin,Cipla,Antibiotic,Injection,100 mg,276.92,250,59,2028-07-02,Available
MED00569,Amlodipine,Atorvastatin,Pfizer,Vitamin,Injection,5 ml,1367.02,818,63,2028-11-01,Available
MED00570,Losartan,Montelukast,GSK,Cardiology,Syrup,100 mg,637.11,242,36,2027-04-21,Available
MED00571,Ceftriaxone,Diclofenac,Pfizer,Antidiabetic,Syrup,10 ml,695.05,850,58,2028-12-07,Available
MED00572,Dolo 650,Diclofenac,Cipla,General Medicine,Tablet,500 mg,733.44,269,39,2028-04-08,Available
MED00573,Aspirin,Amoxicillin,Lupin,General Medicine,Capsule,5 ml,893.15,600,64,2027-06-19,Available
MED00574,Amoxicillin,Montelukast,Cipla,Antacid,Injection,650 mg,782.02,279,22,2029-01-11,Available
MED00575,Amoxicillin,Insulin,Sun Pharma,Antibiotic,Injection,650 mg,304.56,446,90,2027-05-07,Available
MED00576,Iron Tablets,Calcium,Alkem,General Medicine,Injection,650 mg,873.01,513,91,2028-07-01,Available
MED00577,Diclofenac,Pantoprazole,Alkem,Respiratory,Tablet,250 mg,619.06,253,75,2027-08-14,Available
MED00578,Metformin,Azithromycin,Cipla,Cardiology,Syrup,10 ml,115.08,392,40,2029-01-09,Available
MED00579,Atorvastatin,Ranitidine,Mankind,Antacid,Syrup,250 mg,310.3,53,94,2028-03-24,Available
MED00580,Calcium,Insulin,Cipla,Cardiology,Drops,500 mg,1055.72,929,94,2028-07-25,Available
MED00581,Omeprazole,Ceftriaxone,Cipla,Antibiotic,Injection,5 ml,61.8,356,83,2029-04-30,Available
MED00582,Azithromycin,Losartan,GSK,Antacid,Injection,650 mg,490.36,935,46,2028-04-16,Available
MED00583,Atorvastatin,Amlodipine,Abbott,Cardiology,Capsule,100 mg,53.89,152,97,2028-03-25,Available
MED00584,Telmisartan,Omeprazole,Torrent,Antibiotic,Syrup,5 ml,297.27,550,74,2027-05-05,Available
MED00585,Levocetirizine,Crocin,Lupin,Vitamin,Drops,5 ml,426.84,501,73,2029-04-21,Available
MED00586,Ceftriaxone,ORS,Torrent,Antacid,Syrup,100 mg,1022.97,900,54,2026-09-26,Available
MED00587,Ceftriaxone,Cefixime,Lupin,Respiratory,Injection,250 mg,478.97,579,79,2028-07-28,Available
MED00588,Domperidone,Ceftriaxone,Alkem,Antidiabetic,Drops,50 mg,161.9,224,48,2027-04-23,Available
MED00589,Insulin,Aspirin,Torrent,Antidiabetic,Syrup,10 ml,898.52,378,27,2026-07-04,Available
MED00590,Domperidone,Amlodipine,Lupin,Antibiotic,Tablet,500 mg,1224.62,328,48,2029-03-16,Available
MED00591,Diclofenac,Dolo 650,Mankind,Respiratory,Tablet,250 mg,1299.83,320,23,2027-05-22,Available
MED00592,Metformin,Ondansetron,Abbott,Antibiotic,Syrup,500 mg,599.5,441,95,2027-06-02,Available
MED00593,Calcium,Amlodipine,Torrent,Antidiabetic,Tablet,50 mg,630.43,392,60,2029-03-19,Available
MED00594,Salbutamol,Ibuprofen,Alkem,Antacid,Drops,10 ml,1180.62,826,41,2026-11-23,Available
MED00595,Levocetirizine,Amoxicillin,Dr. Reddy's,General Medicine,Injection,10 ml,1053.18,136,63,2028-07-07,Available
MED00596,Rabeprazole,Metformin,Lupin,Antacid,Syrup,250 mg,483.96,80,87,2027-01-27,Available
MED00597,Telmisartan,Ondansetron,Torrent,Vitamin,Tablet,650 mg,166.97,738,49,2027-07-20,Available
MED00598,Pantoprazole,Ondansetron,Mankind,Antacid,Syrup,10 ml,143.77,333,78,2028-05-12,Available
MED00599,Pantoprazole,Insulin,Cipla,Antidiabetic,Tablet,650 mg,1352.28,407,76,2027-03-03,Available
MED00600,Amoxicillin,Levocetirizine,Alkem,General Medicine,Syrup,50 mg,374.02,431,20,2028-10-23,Available
MED00601,Diclofenac,Dolo 650,Torrent,Antacid,Injection,250 mg,531.6,54,71,2029-04-17,Available
MED00602,Metformin,ORS,Dr. Reddy's,Vitamin,Capsule,500 mg,984.16,480,77,2029-05-23,Available
MED00603,Atorvastatin,Ondansetron,Abbott,General Medicine,Syrup,500 mg,247.16,858,54,2029-06-02,Available
MED00604,Metformin,Iron Tablets,Sun Pharma,Antidiabetic,Capsule,250 mg,1260.89,733,38,2028-05-25,Available
MED00605,Pantoprazole,Atorvastatin,Dr. Reddy's,Painkiller,Syrup,10 ml,125.49,213,47,2027-12-30,Available
MED00606,Atorvastatin,Cetirizine,Pfizer,Antidiabetic,Drops,10 ml,641.95,442,78,2028-09-22,Available
MED00607,Ondansetron,Domperidone,Alkem,Antibiotic,Tablet,10 ml,585.24,901,54,2026-12-23,Available
MED00608,Cetirizine,Aspirin,Sun Pharma,General Medicine,Drops,5 ml,906.8,792,74,2029-05-22,Available
MED00609,Diclofenac,ORS,Torrent,Cardiology,Drops,10 ml,1173.87,414,90,2028-03-10,Available
MED00610,Cefixime,Domperidone,Mankind,General Medicine,Tablet,10 ml,622.53,585,93,2029-02-06,Available
MED00611,Montelukast,Ranitidine,Alkem,Cardiology,Drops,650 mg,30.61,51,59,2027-07-28,Available
MED00612,ORS,Amlodipine,GSK,Antibiotic,Drops,5 ml,1442.53,147,45,2029-04-13,Available
MED00613,Montelukast,Atorvastatin,Sun Pharma,Vitamin,Syrup,250 mg,45.6,170,75,2027-08-08,Available
MED00614,Aspirin,Diclofenac,Alkem,Antidiabetic,Tablet,500 mg,1209.42,53,50,2027-02-26,Available
MED00615,Calcium,Ranitidine,Dr. Reddy's,Antibiotic,Tablet,250 mg,727.72,191,92,2027-02-10,Available
MED00616,Cefixime,Levocetirizine,Cipla,Cardiology,Drops,50 mg,1295.03,339,22,2026-11-13,Available
MED00617,ORS,Ondansetron,Mankind,Painkiller,Tablet,10 ml,615.27,97,92,2026-07-23,Available
MED00618,Domperidone,Crocin,Abbott,Antacid,Syrup,650 mg,766.06,702,97,2027-12-22,Available
MED00619,Metformin,Amlodipine,Torrent,Cardiology,Injection,5 ml,368.66,536,81,2028-02-12,Available
MED00620,Cefixime,Calcium,Lupin,Antacid,Capsule,10 ml,1250.4,929,52,2026-12-08,Available
MED00621,Diclofenac,Vitamin D3,Torrent,Painkiller,Tablet,5 ml,1079.73,885,53,2029-04-27,Available
MED00622,Ranitidine,Montelukast,Mankind,Vitamin,Drops,100 mg,905.88,542,72,2027-08-01,Available
MED00623,Ranitidine,Insulin,Sun Pharma,Antacid,Drops,650 mg,672.62,320,77,2027-03-05,Available
MED00624,ORS,ORS,Pfizer,Cardiology,Injection,10 ml,458.25,871,48,2028-11-28,Available
MED00625,ORS,Azithromycin,Cipla,Painkiller,Drops,500 mg,775.94,266,21,2028-11-14,Available
MED00626,Domperidone,Ceftriaxone,Mankind,Antibiotic,Capsule,250 mg,220.16,481,64,2028-01-02,Available
MED00627,Amlodipine,Montelukast,Cipla,General Medicine,Drops,500 mg,1453.71,959,52,2026-10-21,Available
MED00628,Rabeprazole,Omeprazole,Pfizer,Vitamin,Syrup,650 mg,575.0,234,85,2029-01-15,Available
MED00629,Crocin,Levocetirizine,Lupin,Cardiology,Tablet,500 mg,160.56,136,39,2027-09-05,Available
MED00630,Vitamin D3,Diclofenac,Sun Pharma,Respiratory,Capsule,250 mg,517.16,153,52,2027-02-20,Available
MED00631,Cefixime,Cetirizine,Alkem,Vitamin,Tablet,5 ml,511.05,296,43,2027-12-19,Available
MED00632,Amoxicillin,Pantoprazole,Cipla,General Medicine,Drops,650 mg,37.88,635,47,2028-01-01,Available
MED00633,Ranitidine,Amoxicillin,GSK,General Medicine,Tablet,500 mg,1470.72,921,31,2027-12-28,Available
MED00634,Levocetirizine,Insulin,GSK,Antibiotic,Tablet,500 mg,1271.49,834,66,2027-09-28,Available
MED00635,Telmisartan,Rabeprazole,Pfizer,Antidiabetic,Injection,10 ml,976.46,885,44,2027-09-13,Available
MED00636,Amoxicillin,Aspirin,GSK,Vitamin,Injection,50 mg,172.69,163,41,2027-09-07,Available
MED00637,Vitamin D3,Levocetirizine,Alkem,Antidiabetic,Syrup,5 ml,988.13,462,30,2027-06-29,Available
MED00638,Cefixime,Montelukast,Pfizer,Antibiotic,Drops,250 mg,1496.45,590,80,2029-02-04,Available
MED00639,Cefixime,Dolo 650,Dr. Reddy's,General Medicine,Tablet,500 mg,81.66,283,27,2028-12-02,Available
MED00640,Cetirizine,Metformin,Pfizer,Painkiller,Tablet,500 mg,136.22,200,80,2028-07-25,Available
MED00641,Rabeprazole,Iron Tablets,Lupin,General Medicine,Drops,650 mg,164.56,356,86,2026-08-09,Available
MED00642,Dolo 650,Atorvastatin,Dr. Reddy's,Antacid,Syrup,5 ml,137.21,550,92,2028-03-08,Available
MED00643,Amoxicillin,Telmisartan,Alkem,Antidiabetic,Injection,250 mg,197.15,606,90,2028-04-01,Available
MED00644,Atorvastatin,Ibuprofen,Alkem,Antidiabetic,Syrup,250 mg,123.01,180,44,2027-10-03,Available
MED00645,Diclofenac,Aspirin,GSK,Antidiabetic,Tablet,5 ml,758.02,154,58,2028-10-02,Available
MED00646,Pantoprazole,Iron Tablets,Lupin,Respiratory,Capsule,250 mg,1449.92,197,92,2026-11-10,Available
MED00647,Ranitidine,Levocetirizine,Sun Pharma,Antacid,Injection,500 mg,494.06,292,72,2027-02-25,Available
MED00648,Omeprazole,Insulin,Lupin,Antidiabetic,Syrup,5 ml,614.57,838,34,2028-10-24,Available
MED00649,Insulin,Calcium,Torrent,Respiratory,Tablet,5 ml,1242.28,666,36,2027-01-24,Available
MED00650,Ranitidine,ORS,Dr. Reddy's,Antacid,Injection,650 mg,1300.79,168,58,2027-09-30,Available
MED00651,Telmisartan,Vitamin D3,Dr. Reddy's,Respiratory,Drops,100 mg,829.13,903,58,2026-11-15,Available
MED00652,Montelukast,Salbutamol,Abbott,Respiratory,Injection,650 mg,148.02,524,35,2029-05-26,Available
MED00653,Ondansetron,Paracetamol,Sun Pharma,General Medicine,Injection,5 ml,682.25,358,34,2027-12-06,Available
MED00654,Salbutamol,Losartan,GSK,Antidiabetic,Drops,5 ml,862.26,590,36,2029-06-14,Available
MED00655,Iron Tablets,Calcium,Dr. Reddy's,Vitamin,Injection,5 ml,793.02,180,86,2026-10-31,Available
MED00656,Ibuprofen,Diclofenac,Cipla,Vitamin,Tablet,500 mg,249.06,329,84,2027-11-13,Available
MED00657,Levocetirizine,Cefixime,Alkem,Antacid,Injection,5 ml,1235.16,98,55,2028-05-17,Available
MED00658,Omeprazole,Azithromycin,Sun Pharma,Painkiller,Tablet,100 mg,397.47,359,83,2027-10-31,Available
MED00659,Iron Tablets,Ceftriaxone,GSK,Painkiller,Capsule,100 mg,1429.99,691,43,2027-02-14,Available
MED00660,Ondansetron,Crocin,GSK,Cardiology,Drops,650 mg,321.64,451,72,2028-08-02,Available
MED00661,Vitamin D3,Salbutamol,Abbott,Antacid,Syrup,500 mg,938.85,283,100,2027-08-09,Available
MED00662,Azithromycin,Ceftriaxone,Torrent,Cardiology,Capsule,250 mg,620.1,215,94,2027-04-11,Available
MED00663,Amoxicillin,Telmisartan,Dr. Reddy's,Antacid,Injection,500 mg,453.49,385,51,2029-04-26,Available
MED00664,Iron Tablets,Omeprazole,Mankind,Respiratory,Drops,650 mg,98.86,229,92,2029-05-15,Available
MED00665,Insulin,ORS,Mankind,Vitamin,Drops,10 ml,1112.48,620,54,2029-03-24,Available
MED00666,Vitamin D3,Montelukast,Cipla,Antacid,Tablet,10 ml,953.33,607,65,2029-04-21,Available
MED00667,Levocetirizine,Calcium,GSK,Painkiller,Capsule,650 mg,1060.93,965,35,2027-11-03,Available
MED00668,Aspirin,Losartan,Lupin,General Medicine,Capsule,650 mg,158.8,743,38,2029-05-18,Available
MED00669,Aspirin,Calcium,Dr. Reddy's,Antacid,Capsule,250 mg,1072.76,512,83,2027-02-05,Available
MED00670,Montelukast,Omeprazole,Lupin,Cardiology,Capsule,50 mg,1024.45,538,31,2028-10-30,Available
MED00671,Atorvastatin,Azithromycin,Abbott,General Medicine,Syrup,100 mg,778.52,737,54,2027-12-12,Available
MED00672,Amoxicillin,Salbutamol,Lupin,Painkiller,Drops,250 mg,506.13,652,33,2028-04-11,Available
MED00673,Ranitidine,Vitamin D3,Mankind,Antacid,Syrup,5 ml,323.48,917,86,2029-03-03,Available
MED00674,Iron Tablets,Amlodipine,Sun Pharma,Antacid,Tablet,10 ml,384.54,144,78,2028-09-13,Available
MED00675,Telmisartan,Ceftriaxone,Dr. Reddy's,Vitamin,Syrup,10 ml,132.61,741,44,2026-10-02,Available
MED00676,Paracetamol,Crocin,Abbott,Antacid,Injection,500 mg,1034.43,89,84,2028-09-24,Available
MED00677,Amlodipine,Levocetirizine,Alkem,General Medicine,Injection,100 mg,1037.4,866,32,2028-02-05,Available
MED00678,Insulin,Levocetirizine,Mankind,Painkiller,Capsule,5 ml,1071.19,829,21,2026-11-19,Available
MED00679,Calcium,Cefixime,Sun Pharma,Antibiotic,Drops,100 mg,16.13,176,63,2029-01-05,Available
MED00680,Rabeprazole,Dolo 650,Cipla,Painkiller,Syrup,100 mg,1458.11,372,92,2027-01-23,Available
MED00681,Domperidone,Azithromycin,Sun Pharma,Antacid,Injection,250 mg,100.0,581,66,2026-09-10,Available
MED00682,Levocetirizine,Paracetamol,Sun Pharma,Painkiller,Drops,100 mg,515.49,165,91,2026-12-02,Available
MED00683,Diclofenac,Insulin,Sun Pharma,Painkiller,Tablet,650 mg,1423.49,630,75,2028-02-24,Available
MED00684,Atorvastatin,Cefixime,Abbott,Antacid,Injection,650 mg,1198.9,374,97,2028-02-29,Available
MED00685,Ibuprofen,Vitamin D3,Dr. Reddy's,Vitamin,Injection,100 mg,40.78,929,47,2027-06-26,Available
MED00686,ORS,Cetirizine,Abbott,Cardiology,Injection,650 mg,1320.76,555,98,2028-02-28,Available
MED00687,Montelukast,Dolo 650,Cipla,Antibiotic,Tablet,500 mg,586.75,366,66,2029-04-07,Available
MED00688,ORS,Ibuprofen,Dr. Reddy's,Cardiology,Tablet,10 ml,824.71,295,58,2027-09-02,Available
MED00689,Diclofenac,Levocetirizine,Alkem,Respiratory,Syrup,100 mg,1063.53,406,70,2028-06-25,Available
MED00690,Ranitidine,Calcium,Alkem,Antacid,Syrup,650 mg,837.74,95,94,2027-06-23,Available
MED00691,Calcium,Ceftriaxone,Lupin,Painkiller,Capsule,250 mg,273.03,210,63,2028-12-06,Available
MED00692,Ceftriaxone,ORS,Sun Pharma,General Medicine,Capsule,650 mg,1079.22,699,28,2029-03-18,Available
MED00693,Metformin,Ceftriaxone,Torrent,Cardiology,Tablet,650 mg,1197.33,224,75,2027-03-09,Available
MED00694,Ibuprofen,Diclofenac,Lupin,Antidiabetic,Injection,250 mg,538.92,111,71,2027-07-30,Available
MED00695,Rabeprazole,Vitamin D3,Alkem,Painkiller,Capsule,650 mg,34.32,406,65,2028-07-30,Available
MED00696,Levocetirizine,Metformin,GSK,Antidiabetic,Tablet,650 mg,1194.26,396,39,2029-04-06,Available
MED00697,Aspirin,Losartan,Dr. Reddy's,Respiratory,Syrup,100 mg,1129.57,60,98,2027-08-02,Available
MED00698,Amoxicillin,Crocin,Torrent,Antacid,Tablet,50 mg,897.8,75,86,2026-09-20,Available
MED00699,Omeprazole,Paracetamol,Abbott,Respiratory,Tablet,500 mg,816.87,792,100,2027-01-27,Available
MED00700,Aspirin,Montelukast,Abbott,Vitamin,Syrup,650 mg,1218.25,340,35,2029-01-25,Available
MED00701,Ibuprofen,Salbutamol,Pfizer,Antidiabetic,Syrup,5 ml,580.76,240,73,2029-02-04,Available
MED00702,Telmisartan,Atorvastatin,Abbott,Cardiology,Injection,100 mg,935.77,155,41,2029-04-17,Available
MED00703,Cetirizine,Iron Tablets,GSK,Cardiology,Syrup,500 mg,910.52,561,65,2028-09-14,Available
MED00704,Atorvastatin,Ondansetron,GSK,Antidiabetic,Injection,50 mg,386.61,812,57,2028-12-06,Available
MED00705,Atorvastatin,Insulin,Pfizer,Antidiabetic,Capsule,250 mg,432.77,946,53,2027-06-10,Available
MED00706,Metformin,Ceftriaxone,Abbott,Antibiotic,Tablet,650 mg,23.47,917,47,2029-06-25,Available
MED00707,Ondansetron,Iron Tablets,Cipla,Vitamin,Tablet,10 ml,673.25,828,38,2028-04-14,Available
MED00708,Losartan,Omeprazole,Cipla,Antacid,Injection,10 ml,1308.15,342,51,2028-02-17,Available
MED00709,Domperidone,Omeprazole,Torrent,Antacid,Tablet,650 mg,44.39,690,87,2028-07-07,Available
MED00710,Losartan,ORS,Mankind,Cardiology,Drops,650 mg,768.12,145,38,2027-12-20,Available
MED00711,Ondansetron,Montelukast,Pfizer,Antacid,Tablet,500 mg,1323.49,117,99,2028-02-01,Available
MED00712,Paracetamol,Atorvastatin,Abbott,Antibiotic,Drops,10 ml,838.02,262,63,2027-01-21,Available
MED00713,Rabeprazole,Losartan,GSK,Respiratory,Injection,500 mg,682.85,797,88,2028-11-01,Available
